0,2.39
342,2.35
169,2.45
63,2.49
469,2.52
163,2.45
394,2.32
64,2.45
96,2.22
166,2.19
79,2.61
76,2.65
69,2.65
134,2.49
64,2.18
249,2.29
71,2.5
844,2.52
200,2.29
162,2.25
247,2.25
87,2.3
111,2.17
168,2.18
64,2.5
122,2.4
188,2.5
216,2.4
362,2.23
455,2.34
482,2.23
398,2.35
777,2.49
815,2.4
399,2.35
261,2.45
78,2.23
130,2.49
67,2.26
64,2.26
63,2.27
64,2.29
126,2.4
61,2.4
58,2.33
205,2.33
62,2.49
